SIGNAL_TYPE,SIGNAL_TYPE2,FACILITYID,LEGACYID,SIGNAL_ID,CONSTRUCTION_STATUS,RADIO_CONTROL,OPTICOM,ROTATION,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
4,Traffic,1000963655, ,148,Constructed,No, ,0,In Service,MOTH 71101-2011,2008,Provincial,Hwy 15 & 68A Ave, ,Final AB,, ,,0,0,,20171123,49.127225,-122.734802
1,Fire,1000963633, ,417,Constructed,No, ,0,In Service, ,0,Surrey, , , ,, ,,0,0,,20171123,49.184807,-122.734434
0,Beacons,1001146889, ,604,Constructed, , ,0,In Service, ,2010,Surrey, ,Side Mounted Beacon, ,, ,,0,0,20100118,20100629,49.045757,-122.845469
4,Traffic,1001435152, ,547,Constructed, ,Yes,0,In Service,3809-4080-00,0,Surrey,68 Avenue and 192 Street, ,EC,, ,,0,0,20120927,20171123,49.126393,-122.690870
4,Traffic,1000963329, ,205,Constructed,Yes,Yes,0,In Service, ,0,Surrey,72 Avenue and 144 Street, ,Final AB,, ,,0,0,,20171123,49.133733,-122.823330
4,Traffic,1000963448, ,183,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Grosvenor Road and Hansen Road, , ,, ,,0,0,,20171123,49.203998,-122.836162
4,Traffic,1000963412, ,44,Constructed,No,Yes,0,In Service,3803-4060-00,2005,Surrey,64 Avenue and 172 Street, ,Final AB,, ,,0,0,,20171123,49.118837,-122.746002
4,Traffic,1000963382, ,188,Constructed,No,Yes,0,In Service, ,0,Surrey,68 Avenue and 184 Street, ,Final AB,, ,,0,0,,20171123,49.125902,-122.712573
2,Pedestrian,1000963520, ,565,Constructed,No, ,0,In Service, ,0,Surrey,84 Avenue and 142 Street, ,Final AB,, ,,0,0,,20171123,49.155507,-122.828964
4,Traffic,1000963660, ,228,Constructed,No,Yes,0,In Service, ,0,Surrey,60 Avenue and 192 Street, ,Final AB,, ,,0,0,,20171123,49.111311,-122.691190
3,Special Crosswalk,1001779484, ,629,Constructed, , ,0,In Service, ,2014,Surrey,88 Ave  158 St, , ,, ,,0,0,20140909,20171123,49.162778,-122.785188
4,Traffic,1000963350, ,230,Constructed,No,Yes,0,In Service, ,0,Surrey,96 Avenue and 134 Street, ,Final AB,, ,,0,0,,20171123,49.177063,-122.851266
3,Special Crosswalk,1001928099, ,572,Constructed, , ,0,In Service,3815-4150-00,2016,Surrey,62 Ave 144 St, ,Final AB,, ,,0,0,20170424,20180522,49.115656,-122.823299
0,Beacons,1001927747, ,608,Constructed, , ,0,In Service, ,2016,Surrey, ,Rapid Flashing Beacon, ,, ,,0,0,20170420,20170420,49.034706,-122.790201
4,Traffic,1000963644, ,106,Constructed,Yes,Yes,0,In Service,3814-4200-00,2016,Surrey,160 St & 96 Ave, ,Final AB,, ,,0,0,,20171123,49.176906,-122.778871
4,Traffic,1000963556, ,422,Constructed,Yes,Yes,0,In Service,3805-4050-00,2009,Surrey,King George Blvd and 74 Avenue, ,Final AB,, ,,0,0,,20171123,49.137187,-122.845605
4,Traffic,1000963618, ,260,Constructed,No,Yes,0,In Service, ,0,Surrey,32 Avenue and 184 Street, ,Final AB,, ,,0,0,,20171123,49.060162,-122.713436
4,Traffic,1001182393, ,478,Constructed,No,Yes,0,In Service,3804-4150-00,2010,Surrey,Fraser Highway and 68 Avenue, ,Final AB,, ,,0,0,20101119,20171123,49.125715,-122.706173
4,Traffic,1001435158, ,597,Constructed, ,Yes,0,In Service,3812-4050-00,0,Surrey,70 Avenue and 192 Street, ,EC,, ,,0,0,20120927,20171123,49.130037,-122.690828
3,Special Crosswalk,1001928105, ,612,Constructed, , ,0,In Service,3815-4120-00,2016,Surrey,98 Ave 156 St, ,Final AB,, ,,0,0,20170424,20180522,49.180687,-122.789877
3,Special Crosswalk,1000963689, ,384,Constructed,No, ,0,In Service, ,0,Surrey,28 Ave 184 St, ,Final AB,, ,,0,0,,20171123,49.052802,-122.713443
4,Traffic,1000963501, ,297,Constructed,No, ,0,In Service,MOTH Gateway E2,2009,Provincial,176 St & 96 Ave, ,Final AB,, ,,0,0,,20171123,49.176425,-122.734703
4,Traffic,1002238173,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.133336,-122.712515
4,Traffic,1000963599, ,298,Constructed,Yes,Yes,0,In Service, ,0,Surrey,104 Avenue and University Drive, ,Final AB,, ,,0,0,,20171123,49.191641,-122.850571
2,Pedestrian,1000963436, ,404,Constructed,No, ,0,In Service, ,0,Surrey,106 Avenue and 132 Street, ,Final AB,, ,,0,0,,20171123,49.195376,-122.856458
4,Traffic,1002238174,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.166606,-122.868037
4,Traffic,1000963662, ,263,Constructed,No, ,0,In Service,MOTH 71101-1004,2007,Provincial,Hwy 10 & 128 St, ,Final AB,, ,,0,0,,20171123,49.108124,-122.867842
4,Traffic,1000963553, ,320,Constructed,No, ,0,In Service,MOTH 71101-2011,2008,Provincial,Hwy 15 & 80 Ave, ,Final AB,, ,,0,0,,20171123,49.148037,-122.734801
4,Traffic,1000963606, ,168,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 184 Street, ,Final AB,, ,,0,0,,20171123,49.128733,-122.712543
4,Traffic,1000963464, ,46,Constructed,Yes,Yes,0,In Service, ,0,Surrey,88 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.162850,-122.801487
2,Pedestrian,1002256085,,,Constructed,,,,In Service,R-15732,2019,Surrey,8321 140 St,,Initial AB,,,,,,20200702,20200702,49.152921,-122.834586
4,Traffic,1000963443, ,305,Constructed,No,Yes,0,In Service, ,0,Surrey,24 Avenue and 140 Street, , ,, ,,0,0,,20171123,49.045728,-122.834408
4,Traffic,1000963667, ,131,Constructed,Yes,Yes,0,In Service, ,0,Surrey,76 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.141025,-122.867906
3,Special Crosswalk,1001928106, ,543,Constructed, , ,0,In Service,3815-4140-00,2016,Surrey,20 Ave 136 St, ,Final AB,, ,,0,0,20170424,20180522,49.038490,-122.845364
4,Traffic,1000963322, ,75,Constructed,Yes,Yes,0,In Service, ,0,Surrey,17 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.032941,-122.801182
4,Traffic,1001893335, ,610,Constructed, ,Yes,0,In Service,3814-4170-00,2016,Surrey,84 Avenue & 158 Street,input via opticom table update,Final AB,, ,,0,0,20160928,20171123,49.155479,-122.784457
3,Special Crosswalk,1001602513, ,639,Constructed, , ,0,In Service,3812-4140-00,2014,Surrey,57 Ave @  Panorama Dr, ,Final AB,, ,,0,0,20130612,20171123,49.105627,-122.805994
4,Traffic,1000963486, ,244,Constructed,Yes,Yes,0,In Service,1705-3110-00,2009,Surrey,King George Blvd and 152 Street, ,Final AB,, ,,0,0,,20171123,49.051781,-122.801228
3,Special Crosswalk,1001779575, ,642,Constructed, , ,0,In Service, ,0,Surrey,University Dr 102 a ave, , ,, ,,0,0,20140909,20171123,49.189155,-122.849858
0,Beacons,1001927717, ,522,Constructed, , ,0,In Service, ,2015,Surrey, ,Rapid Flashing Beacon, ,, ,,0,0,20170420,20170420,49.134912,-122.842803
4,Traffic,1000963396, ,74,Constructed,No,Yes,0,In Service, ,0,Surrey,60 Avenue and 180 Street, ,Final AB,, ,,0,0,,20171123,49.111440,-122.723803
4,Traffic,1000963437, ,100,Constructed,Yes,Yes,0,In Service, ,0,Surrey,64 Avenue and 148 Street, ,Final AB,, ,,0,0,,20171123,49.119127,-122.812178
4,Traffic,1000963550, ,414,Constructed,Yes,Yes,0,In Service, ,0,Surrey,90 Avenueand 120 Street, ,Final AB,, ,,0,0,,20171123,49.166824,-122.890306
2,Pedestrian,1000963444, ,401,Constructed,No, ,0,In Service, ,0,Surrey,16 Avenue andKent Street, ,Final AB,, ,,0,0,,20171123,49.031076,-122.784655
4,Traffic,1001868559, ,488,Constructed, , ,0,In Service,SFPR Seg. 7,2014,Provincial,136 St & SFPR, ,Final AB,, ,,0,0,20160407,20171123,49.213119,-122.845202
4,Traffic,1001132065, ,575,Constructed,No,No,0,In Service,1E03,2009,Provincial,Golden Ears Way @ 96 Ave Connector, ,Final AB,, ,,0,0,20090915,20171123,49.179061,-122.713325
2,Pedestrian,1000963676, ,370,Constructed,No, ,0,In Service, ,0,Surrey,86 Avenue and120 Street, ,Final AB,, ,,0,0,,20171123,49.159597,-122.890366
4,Traffic,1001419412, ,602,Constructed, ,Yes,0,In Service,3809-4110-00,0,Surrey,86 Avenue and 128 Street, ,Final AB,, ,,0,0,20120726,20171123,49.158946,-122.868013
4,Traffic,1000963594, ,201,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Nordel Way and 120 Street, ,Final AB,, ,,0,0,,20171123,49.162027,-122.890362
4,Traffic,1000963326, ,39,Constructed,No, ,0,In Service,MOTH 71101-1004,2007,Provincial,Hwy 10 & KGB, ,Final AB,, ,,0,0,,20171123,49.104522,-122.831301
4,Traffic,1000963665, ,4,Constructed,Yes,Yes,0,In Service, ,0,Surrey,72 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.133678,-122.801081
4,Traffic,1000963559, ,150,Constructed,Yes,Yes,0,In Service, ,0,Surrey,88 Avenue and 124 Street, ,Final AB,, ,,0,0,,20171123,49.163213,-122.879056
0,Beacons,1001165791, ,466,Constructed, , ,0,In Service, ,2010,Surrey,92 Ave & 124 St,Overhead Flashing Beacon, ,, ,,0,0,20100629,20100629,49.170229,-122.879269
0,Beacons,1000963640, ,352,Constructed,No, ,0,In Service, ,0,Surrey, ,Side Mounted Beacon,Final AB,, ,,0,0,,20140407,49.048110,-122.867374
4,Traffic,1000963539, ,428,Constructed,No,Yes,0,In Service,7811-0053-00,2014,Surrey,96 Avenue and 137A Street, ,Final AB,, ,,0,0,,20171123,49.177025,-122.842119
4,Traffic,1002238175,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.208112,-122.866640
2,Pedestrian,1002238176,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.130800,-122.718128
3,Special Crosswalk,1001928082, ,517,Constructed, , ,0,In Service, ,2014,Surrey,90 Ave 140 St, , ,, ,,0,0,20170424,20171123,49.166414,-122.834628
4,Traffic,1000963611, ,251,Constructed,No,Yes,0,In Service, ,0,Surrey,16 Avenue and 192 Street, ,Final AB,, ,,0,0,,20171123,49.031063,-122.691292
2,Pedestrian,1001146936, ,567,Constructed, , ,0,In Service,3807-4100-00,2009,Surrey,King George Blvd and 107A Avenue, ,Final AB,, ,,0,0,20100118,20171123,49.197393,-122.845336
4,Traffic,1000963678, ,18,Constructed,No,Yes,0,In Service, ,0,Surrey,84 Avenue and 156 Street, ,Final AB,, ,,0,0,,20171123,49.155497,-122.790116
4,Traffic,1001893339, ,581,Constructed, ,Yes,0,In Service,1711-3090-00,2016,Surrey,28 Avenue & King George Boulevard,input via opticom table update,Final AB,, ,,0,0,20160928,20171123,49.054008,-122.803988
4,Traffic,1000963457, ,238,Constructed,Yes,Yes,0,In Service, ,0,Surrey,91 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.168285,-122.801330
2,Pedestrian,1001121318, ,497,Constructed,No,No,0,In Service,3808-4170-00,2009,Surrey,70 Avenue and 188 Street, ,Final AB,, ,,0,0,20110929,20171123,49.129821,-122.701671
4,Traffic,1000963345, ,122,Constructed,Yes,Yes,0,In Service, ,0,Surrey,King George Blvd and 92 Avenue, ,Final AB,, ,,0,0,,20171123,49.170056,-122.845837
4,Traffic,1000963493, ,252,Constructed,Yes,Yes,0,In Service,3804-4020-00,2007,Surrey,88 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.162566,-122.868026
4,Traffic,1000963544, ,161,Constructed,Yes,Yes,0,In Service,3808-4110-00,2010,Surrey,100 Avenue and 140 Street, ,Final AB,, ,,0,0,,20171123,49.184228,-122.834174
4,Traffic,1000963624, ,21,Constructed,Yes,Yes,0,In Service, ,0,Surrey,80 Avenue and 120A Street, ,Final AB,, ,,0,0,,20171123,49.148540,-122.888125
3,Special Crosswalk,1001928086, ,504,Constructed, , ,0,In Service, ,2015,Surrey,72 Ave 195 St, , ,, ,,0,0,20170424,20171123,49.133623,-122.681972
4,Traffic,1000963638, ,182,Constructed,No, ,0,In Service, ,0,Provincial,Hwy 15 & 4 Ave, ,Final AB,, ,,0,0,,20171123,49.009404,-122.735411
4,Traffic,1000963585, ,237,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 88 Avenue, ,Final AB,, ,,0,0,,20171123,49.163070,-122.793647
4,Traffic,1000963480, ,197,Constructed,Yes,Yes,0,In Service, ,0,Surrey,84 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.155366,-122.867999
3,Special Crosswalk,1001146915, ,600,Constructed, , ,0,In Service,3808-7010-00,2009,Surrey,61 Ave 168 St, ,Final AB,, ,,0,0,20100118,20171123,49.113353,-122.756610
4,Traffic,1001893327, ,595,Constructed, ,Yes,0,In Service,3814-4020-00,2015,Surrey,135 Street & 76 Avenue, ,Final AB,, ,,0,0,20160928,20171123,49.140863,-122.848414
4,Traffic,1000963533, ,47,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 168 Street, ,Final AB,, ,,0,0,,20171123,49.147970,-122.756465
4,Traffic,1000963411, ,312,Constructed,Yes,Yes,0,In Service, ,0,Surrey,32 Avenue Diversion and 152 Street, ,Final AB,, ,,0,0,,20171123,49.061578,-122.801190
3,Special Crosswalk,1001928090, ,605,Constructed, , ,0,In Service,3815-4160-00,2016,Surrey,75 A Ave 12080blk, ,Final AB,, ,,0,0,20170424,20180522,49.140124,-122.888182
4,Traffic,1001146928, ,503,Constructed, ,Yes,0,In Service,3803-4180-00,2008,Surrey,King George Blvd and 156 Street, ,Final AB,, ,,0,0,20100118,20171123,49.042792,-122.790085
4,Traffic,1000963692, ,132,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Old Yale Road and 132 Street, ,Final AB,, ,,0,0,,20171123,49.187699,-122.856485
4,Traffic,1000963461, ,165,Constructed,No,Yes,0,In Service, ,0,Surrey,64 Avenue and 177B Street, ,Final AB,, ,,0,0,,20171123,49.118770,-122.730814
4,Traffic,1001899414, ,484,Constructed, , ,0,In Service,MOTH 12449-2014,2014,Provincial, , ,Final AB,, ,,0,0,20161207,20171123,49.031092,-122.768412
0,Beacons,1001927723, ,613,Constructed, , ,0,In Service, ,2015,Surrey, ,Rapid Flashing Beacon, ,, ,,0,0,20170420,20171016,49.151048,-122.834576
4,Traffic,1000963593, ,9,Constructed,Yes,Yes,0,In Service, ,0,Surrey,King George Blvd and Fraser Hwy, ,Final AB,, ,,0,0,,20171123,49.180551,-122.845531
3,Special Crosswalk,1001928111, ,477,Constructed, , ,0,In Service, ,2016,Surrey,72 ave 146 st, , ,, ,,0,0,20170424,20171123,49.133744,-122.817871
4,Traffic,1000963394, ,120,Constructed,Yes,Yes,0,In Service, ,0,Surrey,100 Avenue and Mall Access, ,Final AB,, ,,0,0,,20171123,49.184352,-122.847191
4,Traffic,1000963693, ,212,Constructed,Yes,Yes,0,In Service, ,0,Surrey,92 Avenue and 160 Street, ,Final AB,, ,,0,0,,20171123,49.170069,-122.778866
2,Pedestrian,1002238177,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.150581,-122.890378
2,Pedestrian,1001202930, ,482,Constructed, , ,0,In Service,3810-4160-00,2012,Surrey,105 Avenue and 154 Street, ,Final AB,, ,,0,0,20121221,20171123,49.193349,-122.795317
4,Traffic,1000963609, ,227,Constructed,No,Yes,0,In Service,3804-4240-00,2009,Surrey,60 Avenue and 168 Street, ,Final AB,, ,,0,0,,20171123,49.111544,-122.756627
4,Traffic,1000963494, ,145,Constructed,Yes,Yes,0,In Service, ,0,Surrey,108 Avenue and Whalley Boulevard, ,Final AB,, ,,0,0,,20171123,49.198859,-122.842633
4,Traffic,1000963332, ,11,Constructed,Yes,Yes,0,In Service,3810-4010-00,2011,Surrey,96 Avenue and 156 Street, ,Final AB,, ,,0,0,,20171123,49.176896,-122.789961
2,Pedestrian,1001202899, ,568,Constructed, , ,0,In Service,3810-4030-00,2012,Surrey,108 Avenue and 162 Street, ,Final AB,, ,,0,0,20121220,20171123,49.198824,-122.773088
4,Traffic,1000963442, ,301,Constructed,No, ,0,In Service,MOTH 71101-1004,2007,Provincial,Hwy 10 & 132 St, ,Final AB,, ,,0,0,,20171123,49.108202,-122.856717
4,Traffic,1000963549, ,261,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Southmere Crescent and Martin Dr, ,Final AB,, ,,0,0,,20171123,49.032728,-122.805071
4,Traffic,1000963421, ,245,Constructed,No, ,0,In Service,MOTH 71101-2010,2009,Provincial,Hwy 10 @ Hwy 15, ,Final AB,, ,,0,0,,20171123,49.104081,-122.738296
4,Traffic,1000963359, ,53,Constructed,Yes,Yes,0,In Service, ,0,Surrey,102 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.188041,-122.867695
4,Traffic,1000963507, ,51,Constructed,Yes,Yes,0,In Service, ,0,Surrey,King George Blvd and 105A Avenue, ,Final AB,, ,,0,0,,20171123,49.194447,-122.845319
4,Traffic,1000963560, ,235,Constructed,Yes,Yes,0,In Service, ,0,Surrey,76 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.141082,-122.801062
4,Traffic,1000963590, ,219,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 84 Avenue, ,Final AB,, ,,0,0,,20171123,49.155751,-122.774784
4,Traffic,1000963586, ,317,Constructed,Yes,Yes,0,In Service,3810-4100-00,2012,Surrey,King George Blvd and 96 Avenue, ,Final AB,, ,,0,0,20121221,20171123,49.177042,-122.845718
4,Traffic,1001435161, ,510,Constructed, ,Yes,0,In Service,3809-4090-00,0,Surrey,72 Avenue and 192 Street, ,EC,, ,,0,0,20120927,20171123,49.133682,-122.690788
2,Pedestrian,1001779587, ,559,Constructed, , ,0,In Service, ,0,Surrey,17A Ave  152 St, , ,, ,,0,0,20140909,20171123,49.033842,-122.801184
4,Traffic,1000963698, ,41,Constructed,Yes,Yes,0,In Service, ,0,Surrey,72 Avenue and 138 Street, ,Final AB,, ,,0,0,,20171123,49.133596,-122.838653
0,Beacons,1001146887, ,471,Constructed, , ,0,In Service, ,2010,Surrey, ,Side Mounted Beacon,Final AB,, ,,0,0,20100118,20100629,49.045762,-122.850951
4,Traffic,1000963441, ,164,Constructed,Yes,Yes,0,In Service,7805-0143-00,2009,Surrey,103A Avenue and 120 Street, ,Final AB,, ,,0,0,,20171123,49.190593,-122.890275
0,Beacons,1001563867, ,603,Constructed, , ,0,In Service,3811-4040-00,2012,Surrey,60 Ave & 142 St,Overhead Flashing Beacon,Final AB,, ,,0,0,20130118,20130212,49.111845,-122.828835
1,Fire,1000963355, ,442,Constructed,No, ,0,In Service, ,0,Surrey, , ,Final AB,, ,,0,0,,20171123,49.119094,-122.809799
2,Pedestrian,1001602528, ,501,Constructed, , ,0,In Service,3812-4180-00,2014,Surrey,16 Avenue and 132 Street, ,Final AB,, ,,0,0,20130612,20171123,49.031262,-122.856470
4,Traffic,1000963656, ,284,Constructed,Yes,Yes,0,In Service, ,0,Surrey,68 Avenue and 132 Street, ,Final AB,, ,,0,0,,20171123,49.126403,-122.856618
4,Traffic,1000963695, ,59,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Mall Access and 152 Street, ,Final AB,, ,,0,0,,20171123,49.056342,-122.801174
4,Traffic,1001147060, ,511,Constructed, , ,0,In Service, ,0,Provincial,hwy 99 near border, , ,, ,,0,0,20100119,20171123,49.002565,-122.757416
4,Traffic,1000963577, ,318,Constructed,Yes,Yes,0,In Service, ,0,Surrey,16 Avenue and 148 Street, ,Final AB,, ,,0,0,,20171123,49.031154,-122.812216
4,Traffic,1000963346, ,267,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 148 Street, ,Final AB,, ,,0,0,,20171123,49.170316,-122.812287
4,Traffic,1000963637, ,186,Constructed,Yes,Yes,0,In Service, ,0,Surrey,80 Avenue and 120 Street, ,Final AB,, ,,0,0,,20171123,49.148580,-122.890359
4,Traffic,1000963427, ,185,Constructed,No, ,0,In Service, ,0,Provincial,Hwy 15 & 2 Ave, ,Final AB,, ,,0,0,,20171123,49.005547,-122.735372
4,Traffic,1000963589, ,224,Constructed,No,Yes,0,In Service, ,0,Surrey,96 Avenue and 148 Street, ,Final AB,, ,,0,0,,20171123,49.176871,-122.812234
4,Traffic,1000963324, ,220,Constructed,Yes,Yes,0,In Service, ,0,Surrey,72 Avenue and 120 Street, ,Final AB,, ,,0,0,,20171123,49.134087,-122.890355
2,Pedestrian,1000963330, ,371,Constructed,Yes, ,0,In Service, ,0,Surrey,19 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.036556,-122.801186
0,Beacons,1001927754, ,500,Constructed, , ,0,In Service, ,2016,Surrey, ,Rapid Flashing Beacon, ,, ,,0,0,20170420,20170420,49.206148,-122.839772
4,Traffic,1000963500, ,181,Constructed,Yes,Yes,0,In Service, ,0,Surrey,77 Avenue and 132 Street, ,Final AB,, ,,0,0,,20171123,49.142796,-122.856774
4,Traffic,1000963467, ,191,Constructed,No,Yes,0,In Service, ,0,Surrey,14 Avenue and 160 Street, ,Final AB,, ,,0,0,,20171123,49.027434,-122.779204
4,Traffic,1000963363, ,637,Constructed, , ,0,In Service, ,0,Surrey,108 Ave & 148 St, ,Final AB,, ,,0,0,,20171123,49.198729,-122.812509
4,Traffic,1001146933, ,537,Constructed, ,Yes,0,In Service, ,0,Surrey,120 Street and Boundary Park Gate, ,Final AB,, ,,0,0,20100118,20171123,49.112913,-122.890452
4,Traffic,1001754156, ,531,Constructed, , ,0,In Service,7812-0317-00,0,Surrey,66 Ave & 148 St, ,EC,, ,,0,0,20140624,20180912,49.122819,-122.812185
2,Pedestrian,1001165772, ,560,Constructed, , ,0,In Service,3809-4130-00,2012,Surrey,64 Avenue and 180 Street, ,Final AB,, ,,0,0,20121025,20171123,49.118757,-122.723795
4,Traffic,1000963408, ,108,Constructed,No,Yes,0,In Service, ,0,Surrey,68 Avenue and 124 Street, ,Final AB,, ,,0,0,,20171123,49.126653,-122.878985
3,Special Crosswalk,1001779491, ,468,Constructed, , ,0,In Service, ,2014,Surrey,70A Ave  124 St, , ,, ,,0,0,20140909,20171123,49.131105,-122.879057
2,Pedestrian,1000963623, ,413,Constructed,No, ,0,In Service, ,0,Surrey,93A Avenue and 120 Street, , ,, ,,0,0,,20171123,49.172984,-122.890215
4,Traffic,1002238178,,,Constructed,,,,In Service,,,Surrey,,,,,,,,,,,49.045620,-122.768142
2,Pedestrian,1000963688, ,459,Constructed,No, ,0,In Service, ,0,Surrey,108 Avenue and 139 Street, ,Final AB,, ,,0,0,,20171123,49.198853,-122.836932
2,Pedestrian,1001132063, ,476,Constructed,No,No,0,In Service,3808-4040-00,2009,Surrey,99 Avenue and 152 Street, ,Final AB,, ,,0,0,20090915,20171123,49.182535,-122.800941
4,Traffic,1001567081, ,525,Constructed, ,Yes,0,In Service,7808-0128-00,2012,Surrey,66A Avenue and 152 Street, ,Final AB,, ,,0,0,20130219,20171123,49.123519,-122.801021
4,Traffic,1000963385, ,253,Constructed,No,Yes,0,In Service, ,0,Surrey,77 Avenue and 140 Street, ,Final AB,, ,,0,0,,20171123,49.142734,-122.834523
4,Traffic,1000963540, ,215,Constructed,No,Yes,0,In Service, ,0,Surrey,84 Avenue and 148 Street, ,Final AB,, ,,0,0,,20171123,49.155526,-122.812457
4,Traffic,1001750912, ,479,Constructed, ,Yes,0,In Service,1709-3140-00,2014,Surrey,56 Avenue and 196 Street, ,Final AB,, ,,0,0,20140527,20171123,49.104401,-122.679958
4,Traffic,1000963541, ,306,Constructed,Yes,Yes,0,In Service, ,0,Surrey,100 Avenue and Whalley Boulevard, ,Final AB,, ,,0,0,,20180608,49.184272,-122.843233
4,Traffic,1000963432, ,327,Constructed,Yes,Yes,0,In Service, ,0,Surrey,108 Avenue and 140 Street, ,Final AB,, ,,0,0,,20171123,49.198850,-122.834105
4,Traffic,1000963426, ,388,Constructed,No,Yes,0,In Service,3810-4070-00,2012,Surrey,92 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.169795,-122.868019
4,Traffic,1001946518, ,609,Constructed, , ,0,In Service, ,2017,Provincial,179 Street & Hwy 17, , ,, ,,0,0,20170912,20190611,49.186431,-122.724968
4,Traffic,1000963484, ,196,Constructed,Yes,Yes,0,In Service, ,0,Surrey,18 Avenue and 152 Street, ,Final AB,, ,,0,0,,20171123,49.034749,-122.801190
4,Traffic,1000963641, ,290,Constructed,Yes,Yes,0,In Service, ,0,Surrey,King George Blvd and 84 Avenue, ,Final AB,, ,,0,0,,20171123,49.155462,-122.845731
4,Traffic,1000963672, ,130,Constructed,Yes,Yes,0,In Service,3803-4150-00,2009,Surrey,72 Avenue and 148 Street, ,Final AB,, ,,0,0,,20171123,49.133738,-122.812169
4,Traffic,1001955890, ,620,Constructed, , ,0,In Service,3815-4080-00,2017,Surrey,22 Ave & 152 St, ,Final AB,, ,,0,0,,20180522,49.041997,-122.801194
4,Traffic,1000963534, ,138,Constructed,Yes,Yes,0,In Service,3816-4050-00,2016,Surrey,84 Avenue and 120 Street, ,Final AB,, ,,0,0,,20180522,49.155988,-122.890373
0,Beacons,1001927746, ,585,Constructed, , ,0,In Service, ,2016,Surrey, ,Rapid Flashing Beacon, ,, ,,0,0,20170420,20170420,49.112368,-122.712623
4,Traffic,1001790077, ,555,Constructed, ,Yes,0,In Service, ,0,Surrey,Nordel Way and Mall Access, , ,, ,,0,0,20141010,20171123,49.161963,-122.887914
4,Traffic,1000963601, ,203,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 160 Street, ,Final AB,, ,,0,0,,20171123,49.157351,-122.778846
4,Traffic,1001946516, ,601,Constructed, , ,0,In Service, ,2017,Provincial,176 Street & Hwy 17, , ,, ,,0,0,20170912,20171123,49.191215,-122.734741
4,Traffic,1000963473, ,328,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Fraser Highway and 156 Street, ,Final AB,, ,,0,0,,20171123,49.161755,-122.790179
4,Traffic,1000963651, ,180,Constructed,No,Yes,0,In Service, ,0,Surrey,108 Avenue and 160 Street, ,Final AB,, ,,0,0,,20171123,49.198799,-122.778671
1,Fire,1000963469, ,338,Constructed,No, ,0,In Service, ,0,Surrey, , ,Final AB,, ,,0,0,,20171123,49.135118,-122.856713
1,Fire,1001224382, ,636,Constructed, , ,0,In Service, ,0,Surrey, , , ,, ,,0,0,20111220,20171123,49.038886,-122.735231
4,Traffic,1001844709, ,486,Constructed, ,Yes,0,In Service,3814-4130-00,0,Surrey,80 Avenue & 168 Street,input via opticom table update,EC,, ,,0,0,20151026,20180912,49.149300,-122.756255
4,Traffic,1000963582, ,321,Constructed,No,Yes,0,In Service,3808-4140-00,2010,Surrey,Green Timbers Way and 140 Street, ,Final AB,, ,,0,0,,20171123,49.180845,-122.834364
4,Traffic,1000963615, ,247,Constructed,Yes,Yes,0,In Service, ,0,Surrey,Old Yale Road and University Drive, ,Final AB,, ,,0,0,,20171123,49.186062,-122.851789
4,Traffic,1000963596, ,259,Constructed,Yes,Yes,0,In Service, ,0,Surrey,72 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.133895,-122.867842
4,Traffic,1000963584, ,137,Constructed,Yes,Yes,0,In Service, ,0,Surrey,74 Avenue and 128 Street, ,Final AB,, ,,0,0,,20171123,49.137458,-122.867874
